Player,IsTop10In3P,No,Team,Games,Min,Pts,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,Fgm-a,Pct,3gm-a,3Pct,Ftm-a,FtPct,Eff,Deff,Year
Chris Singleton,0,20,Washington,82,48.40000153,93.19999695,43.20000076,21.60000038,7.300000191,4.599999905,14.60000038,20.5,32.29999924,10.80000019,35.5-81.6,0.435000002,6.6-18.2,0.36500001,15.6-21.3,0.73299998,103.5,-4.5,2012
David West,0,6,Indiana,100,48.40000153,94.19999695,45.79999924,19.79999924,6.800000191,6,14.69999981,20.5,33,12.80000019,34.6-79.4,0.43599999,6.7-19.6,0.342999995,18.3-24.6,0.745000005,106.8000031,9.100000381,2012
Greg Smith,0,13,Houston,88,48.20000076,105.5,43.40000153,22.79999924,8.100000381,4.5,15.80000019,20.5,32.40000153,11.10000038,37.8-82.6,0.458000004,10.6-29.2,0.363999993,19.2-25.6,0.750999987,117.5,1.399999976,2012
Tiago Splitter,0,4,San Antonio,103,48.70000076,102.5,41.59999847,24.39999962,8.300000191,5.300000191,13.80000019,17.70000076,33.09999847,8.5,38.9-81.6,0.476999998,8.0-21.4,0.375999987,16.6-21.1,0.785000026,121.1999969,15,2012
Greg Stiemsma,0,21,Minnesota,82,48.09999847,95.69999695,42,22.39999962,8.5,4.699999809,14.10000038,18.39999962,30.20000076,11.89999962,35.9-81.7,0.43900001,5.5-18.0,0.305000007,18.5-24.9,0.741999984,107,-5.900000095,2012
Larry Sanders,0,19,Milwaukee,86,48.29999924,98.19999695,43.5,22.70000076,8.399999619,6.5,13.69999981,19,30.70000076,12.80000019,37.9-87.3,0.435000002,7.3-20.5,0.354999989,15.1-20.7,0.731000006,110.8000031,-4.400000095,2012
Luis Scola,0,27,Phoenix,82,48.29999924,95.19999695,41.59999847,22.60000038,8,5.300000191,15,20.60000038,29.89999962,11.69999981,37.3-84.4,0.442999989,5.9-17.7,0.330000013,14.7-19.7,0.744000018,105.6999969,-11.5,2012
Kevin Séraphin,0,20,Washington,82,48.40000153,93.19999695,43.20000076,21.60000038,7.300000191,4.599999905,14.60000038,20.5,32.29999924,10.80000019,35.5-81.6,0.435000002,6.6-18.2,0.36500001,15.6-21.3,0.73299998,103.5,-4.5,2012
Emeka Okafor,0,20,Washington,82,48.40000153,93.19999695,43.20000076,21.60000038,7.300000191,4.599999905,14.60000038,20.5,32.29999924,10.80000019,35.5-81.6,0.435000002,6.6-18.2,0.36500001,15.6-21.3,0.73299998,103.5,-4.5,2012
Zaza Pachulia,0,16,Atlanta,88,48.40000153,97.40000153,40.70000076,24.10000038,8.100000381,4.400000095,14.10000038,18.39999962,31.5,9.199999809,37.3-80.8,0.460999995,8.4-22.9,0.368999988,14.4-20.2,0.712000012,111.3000031,0.200000003,2012
Nikola Peković,0,21,Minnesota,82,48.09999847,95.69999695,42,22.39999962,8.5,4.699999809,14.10000038,18.39999962,30.20000076,11.89999962,35.9-81.7,0.43900001,5.5-18.0,0.305000007,18.5-24.9,0.741999984,107,-5.900000095,2012
Joakim Noah,0,11,Chicago,94,48.5,93,42.90000153,22.60000038,7.099999905,5,13.60000038,20.10000038,30.39999962,12.39999962,35.6-81.5,0.437000006,5.4-15.6,0.34799999,16.4-21.4,0.765999973,106,2.400000095,2012
Kyle O'Quinn,0,26,Orlando,82,48.20000076,94.09999847,42.70000076,22.79999924,6.400000095,4.400000095,14,19.39999962,31.89999962,10.89999962,37.7-84.2,0.448000014,6.2-18.7,0.328999996,12.5-16.6,0.754999995,105.9000015,-11.5,2012
Ian Mahinmi,0,6,Indiana,100,48.40000153,94.19999695,45.79999924,19.79999924,6.800000191,6,14.69999981,20.5,33,12.80000019,34.6-79.4,0.43599999,6.7-19.6,0.342999995,18.3-24.6,0.745000005,106.8000031,9.100000381,2012
Jason Maxiell,0,24,Detroit,82,48.29999924,94.90000153,42.09999847,21.20000076,7,4.900000095,14.60000038,19.79999924,30,12.10000038,36.3-81.0,0.449000001,6.3-17.6,0.356000006,15.9-22.8,0.699000001,104,-10.89999962,2012
Brook Lopez,0,15,Brooklyn,89,48.59999847,97.09999847,42.70000076,20.29999924,7.199999809,4.800000191,13.69999981,18.39999962,30,12.69999981,36.0-80.1,0.449000001,7.5-21.3,0.354000002,17.6-24.0,0.734000027,107.9000015,1.100000024,2012
Robin Lopez,0,23,New Orleans,82,48.20000076,94.09999847,41.59999847,21,6.300000191,5.400000095,13.69999981,20.39999962,29.60000038,12,36.0-80.3,0.449000001,6.5-18.0,0.363000005,15.5-20.0,0.776000023,105.9000015,-9.199999809,2012
Chris Kaman,0,12,Dallas,82,48.70000076,101.0999985,41.90000153,23.20000076,8,5.5,13.5,20.70000076,32.5,9.399999619,38.8-84.0,0.462000012,7.4-19.9,0.372000009,16.1-20.4,0.792999983,116.6999969,1.700000048,2012
Ivan Johnson,0,16,Atlanta,88,48.40000153,97.40000153,40.70000076,24.10000038,8.100000381,4.400000095,14.10000038,18.39999962,31.5,9.199999809,37.3-80.8,0.460999995,8.4-22.9,0.368999988,14.4-20.2,0.712000012,111.3000031,0.200000003,2012
Meyers Leonard,0,25,Portland,82,48.40000153,97.5,40.79999924,21.79999924,6.599999905,4.300000191,14.19999981,18.5,30.20000076,10.69999981,36.7-81.9,0.448000014,8.2-23.2,0.352999985,15.9-20.5,0.776000023,107,-11.30000019,2012
Al Horford,0,16,Atlanta,88,48.40000153,97.40000153,40.70000076,24.10000038,8.100000381,4.400000095,14.10000038,18.39999962,31.5,9.199999809,37.3-80.8,0.460999995,8.4-22.9,0.368999988,14.4-20.2,0.712000012,111.3000031,0.200000003,2012
Dwight Howard,0,17,L.A.Lakers,86,48.20000076,101.4000015,44.59999847,22,7,5.199999809,14.69999981,17.89999962,33.20000076,11.30000019,37.0-80.8,0.456999987,8.5-24.3,0.351999998,18.9-27.5,0.68900001,113.0999985,-2.5,2012
Al Jefferson,0,9,Utah,82,48.5,98,42,22.70000076,8.399999619,6.300000191,14.19999981,21.39999962,30,12.10000038,37.1-81.8,0.453999996,6.2-16.9,0.365999997,17.5-23.0,0.763999999,113.0999985,3.099999905,2012
Tyler Hansbrough,0,6,Indiana,100,48.40000153,94.19999695,45.79999924,19.79999924,6.800000191,6,14.69999981,20.5,33,12.80000019,34.6-79.4,0.43599999,6.7-19.6,0.342999995,18.3-24.6,0.745000005,106.8000031,9.100000381,2012
Udonis Haslem,0,2,Miami,105,48.5,101.5999985,38.5,22.5,8.600000381,5.400000095,13.10000038,19.5,29.89999962,8.600000381,37.8-77.2,0.49000001,8.5-21.7,0.393000007,17.4-23.1,0.757000029,118.4000015,18.39999962,2012
Anthony Davis,0,23,New Orleans,82,48.20000076,94.09999847,41.59999847,21,6.300000191,5.400000095,13.69999981,20.39999962,29.60000038,12,36.0-80.3,0.449000001,6.5-18.0,0.363000005,15.5-20.0,0.776000023,105.9000015,-9.199999809,2012
Tim Duncan*,0,4,San Antonio,103,48.70000076,102.5,41.59999847,24.39999962,8.300000191,5.300000191,13.80000019,17.70000076,33.09999847,8.5,38.9-81.6,0.476999998,8.0-21.4,0.375999987,16.6-21.1,0.785000026,121.1999969,15,2012
Festus Ezeli,0,10,Golden State,94,48.40000153,101.4000015,45.09999847,22.39999962,6.900000095,4.300000191,14.89999962,21.70000076,34.20000076,10.89999962,38.3-83.5,0.458000004,8.1-20.2,0.400999993,16.7-21.3,0.782999992,115.1999969,2.599999905,2012
Landry Fields,0,18,Toronto,82,48.70000076,97.19999695,40.20000076,21.5,7.300000191,4.800000191,13.19999981,22.39999962,29.60000038,10.60000038,36.3-81.5,0.44600001,7.0-20.3,0.342999995,17.6-22.3,0.787999988,107.8000031,-2.900000095,2012
Joel Freeland,0,25,Portland,82,48.40000153,97.5,40.79999924,21.79999924,6.599999905,4.300000191,14.19999981,18.5,30.20000076,10.69999981,36.7-81.9,0.448000014,8.2-23.2,0.352999985,15.9-20.5,0.776000023,107,-11.30000019,2012
Elton Brand,0,12,Dallas,82,48.70000076,101.0999985,41.90000153,23.20000076,8,5.5,13.5,20.70000076,32.5,9.399999619,38.8-84.0,0.462000012,7.4-19.9,0.372000009,16.1-20.4,0.792999983,116.6999969,1.700000048,2012
Nick Collison,0,1,Oklahoma City,93,48.40000153,104.9000015,43.5,21,8,7.5,14.5,20.70000076,33.20000076,10.30000019,37.7-79.6,0.474000007,7.5-20.0,0.372999996,21.9-26.5,0.828999996,124.0999985,22.20000076,2012
Andris Biedriņš,0,10,Golden State,94,48.40000153,101.4000015,45.09999847,22.39999962,6.900000095,4.300000191,14.89999962,21.70000076,34.20000076,10.89999962,38.3-83.5,0.458000004,8.1-20.2,0.400999993,16.7-21.3,0.782999992,115.1999969,2.599999905,2012
DeJuan Blair,0,4,San Antonio,103,48.70000076,102.5,41.59999847,24.39999962,8.300000191,5.300000191,13.80000019,17.70000076,33.09999847,8.5,38.9-81.6,0.476999998,8.0-21.4,0.375999987,16.6-21.1,0.785000026,121.1999969,15,2012
Andray Blatche,0,15,Brooklyn,89,48.59999847,97.09999847,42.70000076,20.29999924,7.199999809,4.800000191,13.69999981,18.39999962,30,12.69999981,36.0-80.1,0.449000001,7.5-21.3,0.354000002,17.6-24.0,0.734000027,107.9000015,1.100000024,2012
Carlos Boozer,0,11,Chicago,94,48.5,93,42.90000153,22.60000038,7.099999905,5,13.60000038,20.10000038,30.39999962,12.39999962,35.6-81.5,0.437000006,5.4-15.6,0.34799999,16.4-21.4,0.765999973,106,2.400000095,2012
Brandon Bass,0,14,Boston,87,49,95.5,39.29999924,22.29999924,8.100000381,4.400000095,14.10000038,21,31.39999962,7.900000095,36.5-79.0,0.460999995,6.2-17.4,0.356000006,16.4-21.0,0.782000005,108.5,1.399999976,2012
Joel Anthony,0,2,Miami,105,48.5,101.5999985,38.5,22.5,8.600000381,5.400000095,13.10000038,19.5,29.89999962,8.600000381,37.8-77.2,0.49000001,8.5-21.7,0.393000007,17.4-23.1,0.757000029,118.4000015,18.39999962,2012
Tony Allen,0,7,Memphis,97,48.40000153,93.59999847,42.59999847,20.70000076,8.399999619,5.199999809,12.69999981,20.5,29.79999924,12.69999981,35.8-81.4,0.439999998,4.7-13.7,0.340999991,17.3-22.5,0.768000007,106.9000015,8.699999809,2012
Stephen Curry,1,4,Golden State,89,48.29999924,104.4000015,45.09999847,23.39999962,7.800000191,4.900000095,15.10000038,22,34,11.10000038,39.4-85.2,0.462000012,9.4-25.0,0.379000008,16.2-21.6,0.75,119.1999969,10.30000019,2013
Klay Thompson,1,4,Golden State,89,48.29999924,104.4000015,45.09999847,23.39999962,7.800000191,4.900000095,15.10000038,22,34,11.10000038,39.4-85.2,0.462000012,9.4-25.0,0.379000008,16.2-21.6,0.75,119.1999969,10.30000019,2013
Damian Lillard,1,10,Portland,93,48.5,106.5,46.20000076,22.5,5.599999905,4.900000095,13.30000019,19.60000038,33.79999924,12.39999962,39.0-87.1,0.448000014,9.2-25.0,0.368999988,19.2-23.6,0.811999977,119.8000031,5.400000095,2013
Kevin Love,1,15,Minnesota,82,48.40000153,106.9000015,44.70000076,24,8.800000191,3.599999905,13.5,18.29999924,32.20000076,12.5,38.9-87.5,0.444000006,7.3-21.5,0.340999991,21.8-28.1,0.777999997,119.6999969,1.200000048,2013
Kevin Durant,1,2,Oklahoma City,101,48.5,105.5,44.79999924,21.39999962,7.900000095,6.099999905,14.80000019,22.70000076,33.90000153,10.89999962,38.5-82.5,0.467000008,8.0-22.6,0.354000002,20.5-25.3,0.808000028,122.0999985,14.80000019,2013
Paul George,1,5,Indiana,101,48.20000076,95.80000305,43.70000076,19.89999962,6.800000191,5.199999809,14.10000038,20.5,33.90000153,9.800000191,35.5-79.1,0.449000001,6.8-18.9,0.361000001,17.9-23.3,0.768999994,108.3000031,10.10000038,2013
Danny Green,1,1,San Antonio,105,48.20000076,105.5999985,43,24.5,7.5,4.800000191,13.60000038,18.60000038,33.70000076,9.300000191,40.4-82.9,0.486999989,8.6-21.5,0.400000006,16.2-20.8,0.781000018,124.6999969,19,2013
Mirza Teletović,1,20,Brooklyn,94,48.40000153,98.09999847,38.09999847,20.60000038,8.399999619,3.700000048,13.69999981,21.79999924,29.10000038,8.899999619,35.6-77.6,0.458999991,8.5-23.3,0.365999997,18.4-24.5,0.750999987,107.1999969,-3.200000048,2013
Martell Webster,1,14,Washington,93,48.90000153,99.40000153,42.5,22.79999924,8.100000381,4.699999809,13.89999962,20.60000038,31.60000038,10.89999962,38.2-83.8,0.456,7.6-20.3,0.375,15.3-21.1,0.726000011,112.3000031,3.400000095,2013
Bradley Beal,1,14,Washington,93,48.90000153,99.40000153,42.5,22.79999924,8.100000381,4.699999809,13.89999962,20.60000038,31.60000038,10.89999962,38.2-83.8,0.456,7.6-20.3,0.375,15.3-21.1,0.726000011,112.3000031,3.400000095,2013
Nicolas Batum,0,10,Portland,93,48.5,106.5,46.20000076,22.5,5.599999905,4.900000095,13.30000019,19.60000038,33.79999924,12.39999962,39.0-87.1,0.448000014,9.2-25.0,0.368999988,19.2-23.6,0.811999977,119.8000031,5.400000095,2013
Chandler Parsons,0,7,Houston,88,48.5,108,45.59999847,21.20000076,7.5,5.599999905,15.30000019,20.79999924,34,11.60000038,38.2-81.3,0.469999999,9.4-26.5,0.354999989,22.1-31.0,0.713999987,120.5999985,6.5,2013
Kyrie Irving,0,24,Cleveland,82,48.59999847,98.19999695,44.09999847,21.20000076,7.099999905,3.700000048,13.5,20,32.09999847,12,37.0-84.8,0.437000006,7.1-20.0,0.356999993,17.0-22.7,0.750999987,107.4000015,-9.800000191,2013
Patty Mills,0,1,San Antonio,105,48.20000076,105.5999985,43,24.5,7.5,4.800000191,13.60000038,18.60000038,33.70000076,9.300000191,40.4-82.9,0.486999989,8.6-21.5,0.400000006,16.2-20.8,0.781000018,124.6999969,19,2013
O.J. Mayo,0,28,Milwaukee,82,48.5,95.5,41.09999847,21.5,6.599999905,4.900000095,14.30000019,20.89999962,29.29999924,11.89999962,36.0-82.2,0.437999994,6.7-18.9,0.352999985,16.8-22.5,0.746999979,103.4000015,-16.20000076,2013
Eric Gordon,0,19,New Orleans,82,48.40000153,99.69999695,41.70000076,21.29999924,7.900000095,6.400000095,13,22.60000038,30.29999924,11.39999962,37.8-82.5,0.458999991,5.9-15.9,0.372999996,18.2-23.6,0.768999994,113.9000015,-2.599999905,2013
Dirk Nowitzki,0,9,Dallas,89,48.29999924,104.5999985,40.90000153,23.20000076,8.399999619,4.300000191,13,20,30.5,10.39999962,39.6-83.9,0.472000003,8.8-22.9,0.382999986,16.6-21.0,0.792999983,119.8000031,5.900000095,2013
Patrick Beverley,0,7,Houston,88,48.5,108,45.59999847,21.20000076,7.5,5.599999905,15.30000019,20.79999924,34,11.60000038,38.2-81.3,0.469999999,9.4-26.5,0.354999989,22.1-31.0,0.713999987,120.5999985,6.5,2013
Paul Pierce*,0,20,Brooklyn,94,48.40000153,98.09999847,38.09999847,20.60000038,8.399999619,3.700000048,13.69999981,21.79999924,29.10000038,8.899999619,35.6-77.6,0.458999991,8.5-23.3,0.365999997,18.4-24.5,0.750999987,107.1999969,-3.200000048,2013
Kemba Walker,0,17,Charlotte,86,48.5,96.59999847,42.5,21.60000038,6,5.099999905,11.69999981,18.29999924,33.09999847,9.399999619,36.2-81.8,0.442000002,6.4-18.1,0.351999998,17.9-24.3,0.736000001,108.0999985,-0.699999988,2013
LeBron James,0,6,Miami,102,48.40000153,101.1999969,36.29999924,21.70000076,8.600000381,4.300000191,13.60000038,19.70000076,29,7.300000191,37.7-75.6,0.499000013,8.3-22.5,0.370000005,17.4-22.8,0.763000011,115.3000031,9.300000191,2013
Khris Middleton,0,28,Milwaukee,82,48.5,95.5,41.09999847,21.5,6.599999905,4.900000095,14.30000019,20.89999962,29.29999924,11.89999962,36.0-82.2,0.437999994,6.7-18.9,0.352999985,16.8-22.5,0.746999979,103.4000015,-16.20000076,2013
Mike Conley,0,11,Memphis,89,48.5,96.19999695,42.40000153,21.79999924,7.800000191,4.400000095,12.80000019,19.29999924,30.70000076,11.69999981,38.0-82.5,0.460000008,4.9-14.1,0.34799999,15.4-20.8,0.74000001,110,5.199999809,2013
Manu Ginóbili*,0,1,San Antonio,105,48.20000076,105.5999985,43,24.5,7.5,4.800000191,13.60000038,18.60000038,33.70000076,9.300000191,40.4-82.9,0.486999989,8.6-21.5,0.400000006,16.2-20.8,0.781000018,124.6999969,19,2013
Kendall Marshall,0,29,L.A.Lakers,82,48.09999847,103,41,24.5,7.5,5.5,14.80000019,19.79999924,32,9.100000381,38.3-85.1,0.449999988,9.4-24.8,0.381000012,17.0-22.4,0.757000029,114.3000031,-16.39999962,2013
John Wall,0,14,Washington,93,48.90000153,99.40000153,42.5,22.79999924,8.100000381,4.699999809,13.89999962,20.60000038,31.60000038,10.89999962,38.2-83.8,0.456,7.6-20.3,0.375,15.3-21.1,0.726000011,112.3000031,3.400000095,2013
Chris Paul,0,3,L.A.Clippers,95,48.20000076,108,42.59999847,24.5,8.699999809,4.800000191,13.19999981,21.89999962,32,10.60000038,39.2-82.9,0.47299999,8.5-24.2,0.352999985,21.2-29.0,0.730000019,123.8000031,12.5,2013
Gordon Hayward,0,27,Utah,82,48.20000076,95,41.20000076,20.29999924,7,4.5,14,20.70000076,30.20000076,11,36.0-81.1,0.444000006,6.6-19.2,0.344000012,16.4-22.0,0.746999979,103.3000031,-15.39999962,2013
Alan Anderson,0,20,Brooklyn,94,48.40000153,98.09999847,38.09999847,20.60000038,8.399999619,3.700000048,13.69999981,21.79999924,29.10000038,8.899999619,35.6-77.6,0.458999991,8.5-23.3,0.365999997,18.4-24.5,0.750999987,107.1999969,-3.200000048,2013
Kawhi Leonard,0,1,San Antonio,105,48.20000076,105.5999985,43,24.5,7.5,4.800000191,13.60000038,18.60000038,33.70000076,9.300000191,40.4-82.9,0.486999989,8.6-21.5,0.400000006,16.2-20.8,0.781000018,124.6999969,19,2013
Andre Iguodala,0,4,Golden State,89,48.29999924,104.4000015,45.09999847,23.39999962,7.800000191,4.900000095,15.10000038,22,34,11.10000038,39.4-85.2,0.462000012,9.4-25.0,0.379000008,16.2-21.6,0.75,119.1999969,10.30000019,2013
Dorell Wright,0,10,Portland,93,48.5,106.5,46.20000076,22.5,5.599999905,4.900000095,13.30000019,19.60000038,33.79999924,12.39999962,39.0-87.1,0.448000014,9.2-25.0,0.368999988,19.2-23.6,0.811999977,119.8000031,5.400000095,2013
J.J. Barea,0,15,Minnesota,82,48.40000153,106.9000015,44.70000076,24,8.800000191,3.599999905,13.5,18.29999924,32.20000076,12.5,38.9-87.5,0.444000006,7.3-21.5,0.340999991,21.8-28.1,0.777999997,119.6999969,1.200000048,2013
Chris Bosh*,0,6,Miami,102,48.40000153,101.1999969,36.29999924,21.70000076,8.600000381,4.300000191,13.60000038,19.70000076,29,7.300000191,37.7-75.6,0.499000013,8.3-22.5,0.370000005,17.4-22.8,0.763000011,115.3000031,9.300000191,2013
Darren Collison,0,3,L.A.Clippers,95,48.20000076,108,42.59999847,24.5,8.699999809,4.800000191,13.19999981,21.89999962,32,10.60000038,39.2-82.9,0.47299999,8.5-24.2,0.352999985,21.2-29.0,0.730000019,123.8000031,12.5,2013
DeMar DeRozan,0,12,Toronto,89,48.59999847,100.9000015,42.40000153,20.89999962,6.900000095,4.099999905,13.39999962,23.20000076,31.10000038,11.30000019,36.2-81.3,0.444999993,8.5-23.2,0.368000001,20.0-25.4,0.787,111.3000031,4.400000095,2013
C.J. Watson,0,5,Indiana,101,48.20000076,95.80000305,43.70000076,19.89999962,6.800000191,5.199999809,14.10000038,20.5,33.90000153,9.800000191,35.5-79.1,0.449000001,6.8-18.9,0.361000001,17.9-23.3,0.768999994,108.3000031,10.10000038,2013
Jared Sullinger,0,23,Boston,82,48.09999847,96.19999695,42.5,21,7.099999905,4.199999809,14.39999962,21.20000076,30.5,12,36.5-83.9,0.435000002,7.0-21.1,0.331999987,16.2-20.8,0.77700001,104.6999969,-9.300000191,2013
Ryan Kelly,0,29,L.A.Lakers,82,48.09999847,103,41,24.5,7.5,5.5,14.80000019,19.79999924,32,9.100000381,38.3-85.1,0.449999988,9.4-24.8,0.381000012,17.0-22.4,0.757000029,114.3000031,-16.39999962,2013
E'Twaun Moore,0,25,Orlando,82,48.70000076,96.5,42,21,7.699999809,4.300000191,14.19999981,20.5,32.40000153,9.699999809,36.9-82.7,0.444999993,6.9-19.5,0.352999985,15.9-20.9,0.763000011,106.5,-10.10000038,2013
Draymond Green,0,4,Golden State,89,48.29999924,104.4000015,45.09999847,23.39999962,7.800000191,4.900000095,15.10000038,22,34,11.10000038,39.4-85.2,0.462000012,9.4-25.0,0.379000008,16.2-21.6,0.75,119.1999969,10.30000019,2013
Willie Green,0,3,L.A.Clippers,95,48.20000076,108,42.59999847,24.5,8.699999809,4.800000191,13.19999981,21.89999962,32,10.60000038,39.2-82.9,0.47299999,8.5-24.2,0.352999985,21.2-29.0,0.730000019,123.8000031,12.5,2013
Kentavious Caldwell-Pope,0,26,Detroit,82,48.20000076,101,45.40000153,20.89999962,8.399999619,4.800000191,13.89999962,20.29999924,30.79999924,14.60000038,38.8-86.9,0.446999997,6.2-19.3,0.32100001,17.3-25.7,0.670000017,110,-10.80000019,2013
Matt Bonner,0,1,San Antonio,105,48.20000076,105.5999985,43,24.5,7.5,4.800000191,13.60000038,18.60000038,33.70000076,9.300000191,40.4-82.9,0.486999989,8.6-21.5,0.400000006,16.2-20.8,0.781000018,124.6999969,19,2013
Robbie Hummel,0,15,Minnesota,82,48.40000153,106.9000015,44.70000076,24,8.800000191,3.599999905,13.5,18.29999924,32.20000076,12.5,38.9-87.5,0.444000006,7.3-21.5,0.340999991,21.8-28.1,0.777999997,119.6999969,1.200000048,2013
Ricky Rubio,0,15,Minnesota,82,48.40000153,106.9000015,44.70000076,24,8.800000191,3.599999905,13.5,18.29999924,32.20000076,12.5,38.9-87.5,0.444000006,7.3-21.5,0.340999991,21.8-28.1,0.777999997,119.6999969,1.200000048,2013
Gerald Henderson,0,17,Charlotte,86,48.5,96.59999847,42.5,21.60000038,6,5.099999905,11.69999981,18.29999924,33.09999847,9.399999619,36.2-81.8,0.442000002,6.4-18.1,0.351999998,17.9-24.3,0.736000001,108.0999985,-0.699999988,2013
Diante Garrett,0,27,Utah,82,48.20000076,95,41.20000076,20.29999924,7,4.5,14,20.70000076,30.20000076,11,36.0-81.1,0.444000006,6.6-19.2,0.344000012,16.4-22.0,0.746999979,103.3000031,-15.39999962,2013
Perry Jones,0,2,Oklahoma City,101,48.5,105.5,44.79999924,21.39999962,7.900000095,6.099999905,14.80000019,22.70000076,33.90000153,10.89999962,38.5-82.5,0.467000008,8.0-22.6,0.354000002,20.5-25.3,0.808000028,122.0999985,14.80000019,2013
Tony Parker,0,1,San Antonio,105,48.20000076,105.5999985,43,24.5,7.5,4.800000191,13.60000038,18.60000038,33.70000076,9.300000191,40.4-82.9,0.486999989,8.6-21.5,0.400000006,16.2-20.8,0.781000018,124.6999969,19,2013
Will Bynum,0,26,Detroit,82,48.20000076,101,45.40000153,20.89999962,8.399999619,4.800000191,13.89999962,20.29999924,30.79999924,14.60000038,38.8-86.9,0.446999997,6.2-19.3,0.32100001,17.3-25.7,0.670000017,110,-10.80000019,2013
Darrell Arthur,0,21,Denver,82,48.20000076,104.4000015,45.40000153,22.39999962,7.5,5.599999905,15.39999962,23,33.09999847,12.30000019,38.4-85.9,0.446999997,8.6-23.9,0.35800001,19.1-26.3,0.726000011,115.3000031,-4.5,2013
Michael Beasley,0,6,Miami,102,48.40000153,101.1999969,36.29999924,21.70000076,8.600000381,4.300000191,13.60000038,19.70000076,29,7.300000191,37.7-75.6,0.499000013,8.3-22.5,0.370000005,17.4-22.8,0.763000011,115.3000031,9.300000191,2013
Anthony Bennett,0,24,Cleveland,82,48.59999847,98.19999695,44.09999847,21.20000076,7.099999905,3.700000048,13.5,20,32.09999847,12,37.0-84.8,0.437000006,7.1-20.0,0.356999993,17.0-22.7,0.750999987,107.4000015,-9.800000191,2013
Nick Calathes,0,11,Memphis,89,48.5,96.19999695,42.40000153,21.79999924,7.800000191,4.400000095,12.80000019,19.29999924,30.70000076,11.69999981,38.0-82.5,0.460000008,4.9-14.1,0.34799999,15.4-20.8,0.74000001,110,5.199999809,2013
Rodney Stuckey,0,26,Detroit,82,48.20000076,101,45.40000153,20.89999962,8.399999619,4.800000191,13.89999962,20.29999924,30.79999924,14.60000038,38.8-86.9,0.446999997,6.2-19.3,0.32100001,17.3-25.7,0.670000017,110,-10.80000019,2013
Amir Johnson,0,12,Toronto,89,48.59999847,100.9000015,42.40000153,20.89999962,6.900000095,4.099999905,13.39999962,23.20000076,31.10000038,11.30000019,36.2-81.3,0.444999993,8.5-23.2,0.368000001,20.0-25.4,0.787,111.3000031,4.400000095,2013
Donatas Motiejūnas,0,7,Houston,88,48.5,108,45.59999847,21.20000076,7.5,5.599999905,15.30000019,20.79999924,34,11.60000038,38.2-81.3,0.469999999,9.4-26.5,0.354999989,22.1-31.0,0.713999987,120.5999985,6.5,2013
Andray Blatche,0,20,Brooklyn,94,48.40000153,98.09999847,38.09999847,20.60000038,8.399999619,3.700000048,13.69999981,21.79999924,29.10000038,8.899999619,35.6-77.6,0.458999991,8.5-23.3,0.365999997,18.4-24.5,0.750999987,107.1999969,-3.200000048,2013
Tony Allen,0,11,Memphis,89,48.5,96.19999695,42.40000153,21.79999924,7.800000191,4.400000095,12.80000019,19.29999924,30.70000076,11.69999981,38.0-82.5,0.460000008,4.9-14.1,0.34799999,15.4-20.8,0.74000001,110,5.199999809,2013
David West,0,5,Indiana,101,48.20000076,95.80000305,43.70000076,19.89999962,6.800000191,5.199999809,14.10000038,20.5,33.90000153,9.800000191,35.5-79.1,0.449000001,6.8-18.9,0.361000001,17.9-23.3,0.768999994,108.3000031,10.10000038,2013
Jeff Withey,0,19,New Orleans,82,48.40000153,99.69999695,41.70000076,21.29999924,7.900000095,6.400000095,13,22.60000038,30.29999924,11.39999962,37.8-82.5,0.458999991,5.9-15.9,0.372999996,18.2-23.6,0.768999994,113.9000015,-2.599999905,2013
Cody Zeller,0,17,Charlotte,86,48.5,96.59999847,42.5,21.60000038,6,5.099999905,11.69999981,18.29999924,33.09999847,9.399999619,36.2-81.8,0.442000002,6.4-18.1,0.351999998,17.9-24.3,0.736000001,108.0999985,-0.699999988,2013
Robert Sacre,0,29,L.A.Lakers,82,48.09999847,103,41,24.5,7.5,5.5,14.80000019,19.79999924,32,9.100000381,38.3-85.1,0.449999988,9.4-24.8,0.381000012,17.0-22.4,0.757000029,114.3000031,-16.39999962,2013
Luis Scola,0,5,Indiana,101,48.20000076,95.80000305,43.70000076,19.89999962,6.800000191,5.199999809,14.10000038,20.5,33.90000153,9.800000191,35.5-79.1,0.449000001,6.8-18.9,0.361000001,17.9-23.3,0.768999994,108.3000031,10.10000038,2013
Kevin Séraphin,0,14,Washington,93,48.90000153,99.40000153,42.5,22.79999924,8.100000381,4.699999809,13.89999962,20.60000038,31.60000038,10.89999962,38.2-83.8,0.456,7.6-20.3,0.375,15.3-21.1,0.726000011,112.3000031,3.400000095,2013
Tiago Splitter,0,1,San Antonio,105,48.20000076,105.5999985,43,24.5,7.5,4.800000191,13.60000038,18.60000038,33.70000076,9.300000191,40.4-82.9,0.486999989,8.6-21.5,0.400000006,16.2-20.8,0.781000018,124.6999969,19,2013
Greg Stiemsma,0,19,New Orleans,82,48.40000153,99.69999695,41.70000076,21.29999924,7.900000095,6.400000095,13,22.60000038,30.29999924,11.39999962,37.8-82.5,0.458999991,5.9-15.9,0.372999996,18.2-23.6,0.768999994,113.9000015,-2.599999905,2013
